_Cell,Family,Bucket,Reason,Class,DspAddrHex,InertSymbol,Notes
Chan004CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x01F6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_04",,0x01F6,_comp_filter_coeffs_C1_COMP_04,Compressor sidechain LPF frequency
Chan005CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0286) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_05",,0x0286,_comp_filter_coeffs_C1_COMP_05,Compressor sidechain LPF frequency
Chan006CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0316) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_06",,0x0316,_comp_filter_coeffs_C1_COMP_06,Compressor sidechain LPF frequency
Chan007CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x03A6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_07",,0x03A6,_comp_filter_coeffs_C1_COMP_07,Compressor sidechain LPF frequency
Chan008CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0436) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_08",,0x0436,_comp_filter_coeffs_C1_COMP_08,Compressor sidechain LPF frequency
Chan009CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x04C6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_09",,0x04C6,_comp_filter_coeffs_C1_COMP_09,Compressor sidechain LPF frequency
Chan010CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0556) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_10",,0x0556,_comp_filter_coeffs_C1_COMP_10,Compressor sidechain LPF frequency
Chan011CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x05E6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_11",,0x05E6,_comp_filter_coeffs_C1_COMP_11,Compressor sidechain LPF frequency
Chan012CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0676) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_12",,0x0676,_comp_filter_coeffs_C1_COMP_12,Compressor sidechain LPF frequency
Chan013CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0706) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_13",,0x0706,_comp_filter_coeffs_C1_COMP_13,Compressor sidechain LPF frequency
Chan014CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0796) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_14",,0x0796,_comp_filter_coeffs_C1_COMP_14,Compressor sidechain LPF frequency
Chan015CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0826) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_15",,0x0826,_comp_filter_coeffs_C1_COMP_15,Compressor sidechain LPF frequency
Chan016CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x08B6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_16",,0x08B6,_comp_filter_coeffs_C1_COMP_16,Compressor sidechain LPF frequency
Chan017CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0946) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_17",,0x0946,_comp_filter_coeffs_C1_COMP_17,Compressor sidechain LPF frequency
Chan018CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x09D6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_18",,0x09D6,_comp_filter_coeffs_C1_COMP_18,Compressor sidechain LPF frequency
Chan019CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0A66) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_19",,0x0A66,_comp_filter_coeffs_C1_COMP_19,Compressor sidechain LPF frequency
Chan020CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0AF6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_20",,0x0AF6,_comp_filter_coeffs_C1_COMP_20,Compressor sidechain LPF frequency
Chan021CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0B86) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_21",,0x0B86,_comp_filter_coeffs_C1_COMP_21,Compressor sidechain LPF frequency
Chan022CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0C16) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_22",,0x0C16,_comp_filter_coeffs_C1_COMP_22,Compressor sidechain LPF frequency
Chan023CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0CA6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_23",,0x0CA6,_comp_filter_coeffs_C1_COMP_23,Compressor sidechain LPF frequency
Chan024CompFilterLpf001,ChanCompFilterLpf,dsp-missing,"addressed (chip 1, 0x0D36) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_24",,0x0D36,_comp_filter_coeffs_C1_COMP_24,Compressor sidechain LPF frequency
Chan001CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0045) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_01",,0x0045,_comp_filter_on_C1_COMP_01,Compressor sidechain filter on/off
Chan002CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x00D5) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_02",,0x00D5,_comp_filter_on_C1_COMP_02,Compressor sidechain filter on/off
Chan003CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0165) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_03",,0x0165,_comp_filter_on_C1_COMP_03,Compressor sidechain filter on/off
Chan004CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x01F5) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_04",,0x01F5,_comp_filter_on_C1_COMP_04,Compressor sidechain filter on/off
Chan005CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0285) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_05",,0x0285,_comp_filter_on_C1_COMP_05,Compressor sidechain filter on/off
Chan006CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0315) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_06",,0x0315,_comp_filter_on_C1_COMP_06,Compressor sidechain filter on/off
Chan007CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x03A5) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_07",,0x03A5,_comp_filter_on_C1_COMP_07,Compressor sidechain filter on/off
Chan008CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0435) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_08",,0x0435,_comp_filter_on_C1_COMP_08,Compressor sidechain filter on/off
Chan009CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x04C5) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_09",,0x04C5,_comp_filter_on_C1_COMP_09,Compressor sidechain filter on/off
Chan010CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0555) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_10",,0x0555,_comp_filter_on_C1_COMP_10,Compressor sidechain filter on/off
Chan011CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x05E5) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_11",,0x05E5,_comp_filter_on_C1_COMP_11,Compressor sidechain filter on/off
Chan012CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0675) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_12",,0x0675,_comp_filter_on_C1_COMP_12,Compressor sidechain filter on/off
Chan013CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0705) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_13",,0x0705,_comp_filter_on_C1_COMP_13,Compressor sidechain filter on/off
Chan014CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0795) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_14",,0x0795,_comp_filter_on_C1_COMP_14,Compressor sidechain filter on/off
Chan015CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0825) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_15",,0x0825,_comp_filter_on_C1_COMP_15,Compressor sidechain filter on/off
Chan016CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x08B5) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_16",,0x08B5,_comp_filter_on_C1_COMP_16,Compressor sidechain filter on/off
Chan017CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0945) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_17",,0x0945,_comp_filter_on_C1_COMP_17,Compressor sidechain filter on/off
Chan018CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x09D5) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_18",,0x09D5,_comp_filter_on_C1_COMP_18,Compressor sidechain filter on/off
Chan019CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0A65) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_19",,0x0A65,_comp_filter_on_C1_COMP_19,Compressor sidechain filter on/off
Chan020CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0AF5) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_20",,0x0AF5,_comp_filter_on_C1_COMP_20,Compressor sidechain filter on/off
Chan021CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0B85) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_21",,0x0B85,_comp_filter_on_C1_COMP_21,Compressor sidechain filter on/off
Chan022CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0C15) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_22",,0x0C15,_comp_filter_on_C1_COMP_22,Compressor sidechain filter on/off
Chan023CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0CA5) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_23",,0x0CA5,_comp_filter_on_C1_COMP_23,Compressor sidechain filter on/off
Chan024CompFilterOn001,ChanCompFilterOn,dsp-missing,"addressed (chip 1, 0x0D35) and NOT SERVED: shared-kernel field comp_filter_on, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_on_C1_COMP_24",,0x0D35,_comp_filter_on_C1_COMP_24,Compressor sidechain filter on/off
Chan001CompFilterQ001,ChanCompFilterQ,dsp-missing,"addressed (chip 1, 0x0046) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_01",,0x0046,_comp_filter_coeffs_C1_COMP_01,Compressor sidechain filter Q
Chan002CompFilterQ001,ChanCompFilterQ,dsp-missing,"addressed (chip 1, 0x00D6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_02",,0x00D6,_comp_filter_coeffs_C1_COMP_02,Compressor sidechain filter Q
Chan003CompFilterQ001,ChanCompFilterQ,dsp-missing,"addressed (chip 1, 0x0166) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_03",,0x0166,_comp_filter_coeffs_C1_COMP_03,Compressor sidechain filter Q
Chan004CompFilterQ001,ChanCompFilterQ,dsp-missing,"addressed (chip 1, 0x01F6) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_04",,0x01F6,_comp_filter_coeffs_C1_COMP_04,Compressor sidechain filter Q
Chan005CompFilterQ001,ChanCompFilterQ,dsp-missing,"addressed (chip 1, 0x0286) and NOT SERVED: shared-kernel field comp_filter_coeffs, never named by an instruction — a host write lands in DM and no instruction of the running kernel looks at _comp_filter_coeffs_C1_COMP_05",,0x0286,_comp_filter_coeffs_C1_COMP_05,Compressor sidechain filter Q
